Area,Year,Population
Reunion,1961,345051
Romania,1961,18533445
Russia,1961,121468992
Rwanda,1961,2855692
Saint Barthélemy,1961,2176
Saint Helena,1961,4700
Saint Kitts and Nevis,1961,51196
Saint Lucia,1961,91264
Saint Martin,1961,
Saint Vincent and the Grenadines,1961,82144
Saint-Pierre-et-Miquelon,1961,4951
Samoa,1961,113300
San Marino,1961,15786
Sao Tome and Principe,1961,64564
Saudi Arabia,1961,4170636
Senegal,1961,3130743
Serbia,1961,7648077
Serbia and Montenegro,1961,8010127
Serbia excluding Kosovo,1961,6372199
Seychelles,1961,42290
Sierra Leone,1961,2222029
Singapore,1961,1690329
Slovak Republic,1961,4151408
Slovenia,1961,1590097
Solomon Islands,1961,129642
Somalia,1961,2884550
Somaliland,1961,
South Africa,1961,17850139
South Ossetia,1961,
South Sudan,1961,2422089
Spain,1961,30731163
Sri Lanka,1961,10248471
Sudan,1961,9416392
Suriname,1961,298272
Svalbard,1961,
Swaziland,1961,357459
Sweden,1961,7526139
Switzerland,1961,5393334
Syria,1961,4716875
Taiwan,1961,11563000
Tajikistan,1961,2160358
Tanzania,1961,10373274
Thailand,1961,28149653
Timor-Leste,1961,508499
Togo,1961,1593657
Tokelau,1961,1910
Tonga,1961,63741
Transnistria,1961,
Trinidad and Tobago,1961,856289
Tunisia,1961,4297441
Turkey,1961,28894367
Turkmenistan,1961,1649914
Turks and Caicos Islands,1961,5760
Tuvalu,1961,6242
Uganda,1961,7006823
Ukraine,1961,43316039
United Arab Emirates,1961,97936
United Kingdom,1961,52895303
United States,1961,189192675
Uruguay,1961,2571134
USSR,1961,217618270
Uzbekistan,1961,8871244
Wallis et Futuna,1961,8731
Vanuatu,1961,65709
Venezuela,1961,7852680
West Bank and Gaza,1961,1096461
West Germany,1961,
Western Sahara,1961,35763
Vietnam,1961,36055820
Virgin Islands (U.S.),1961,35178
Yemen Arab Republic (Former),1961,
Yemen Democratic (Former),1961,
Yemen - Rep.,1961,5214688
Yugoslavia,1961,18318174
Zambia,1961,3134831
Zimbabwe,1961,3876616
Åland,1961,
Abkhazia,1962,
Afghanistan,1962,10056480
Akrotiri and Dhekelia,1962,
Albania,1962,1712563
Algeria,1962,11209845
American Samoa,1962,21124
Andorra,1962,15337
Angola,1962,5147083
Anguilla,1962,5948
Antigua and Barbuda,1962,56362
Argentina,1962,21297317
Armenia,1962,2002170
Aruba,1962,56227
Australia,1962,10697112
Austria,1962,7124432
Azerbaijan,1962,4163396
Bahamas,1962,121090
Bahrain,1962,172294
Bangladesh,1962,52977254
Barbados,1962,232490
Belarus,1962,8356938
Belgium,1962,9271655
Belize,1962,97972
Benin,1962,2485248
Bermuda,1962,46436
Bhutan,1962,238201
Bolivia,1962,3507408
Bosnia and Herzegovina,1962,3270585
Botswana,1962,549953
Brazil,1962,77279855
British Virgin Islands,1962,8283
Brunei,1962,87192
Bulgaria,1962,8008652
Burkina Faso,1962,5033296
Burundi,1962,3045392
Cambodia,1962,5697598
Cameroon,1962,5647721
Canada,1962,18630957
Cape Verde,1962,221343
Cayman Islands,1962,8418
Central African Rep.,1962,1556665
Chad,1962,3083054
Channel Islands,1962,111448
Chile,1962,8050234
China,1962,675641408
Christmas Island,1962,
Cocos Island,1962,
Colombia,1962,16984652
Comoros,1962,200199
Congo - Dem. Rep.,1962,16181202
Congo - Rep.,1962,1067597
Cook Islands,1962,18515
Costa Rica,1962,1430880
Cote d'Ivoire,1962,3926909
Croatia,1962,4077596
Cuba,1962,7441909
Cyprus,1962,577768
Czech Rep.,1962,9599284
Czechoslovakia,1962,13857666
Denmark,1962,4648157
Djibouti,1962,95652
Dominica,1962,61983
Dominican Rep.,1962,3536474
East Germany,1962,
Ecuador,1962,4706566
Egypt,1962,29408697
El Salvador,1962,2951387
Equatorial Guinea,1962,257941
Eritrea,1962,1497855
Eritrea and Ethiopia,1962,26811990
Estonia,1962,1244386
Ethiopia,1962,23645508
Faeroe Islands,1962,35210
Falkland Islands (Malvinas),1962,2117
Fiji,1962,421563
Finland,1962,4494265
France,1962,46919371
French Guiana,1962,34775
French Polynesia,1962,84206
Gabon,1962,491385
Gambia,1962,389768
Georgia,1962,4291963
Germany,1962,74068738
Ghana,1962,7179577
Gibraltar,1962,22122
Greece,1962,8431099
Greenland,1962,35216
Grenada,1962,92408
Guadeloupe,1962,287188
Guam,1962,70441
Guatemala,1962,4391307
Guernsey,1962,47859
Guinea,1962,3645873
Guinea-Bissau,1962,597352
Guyana,1962,591554
Haiti,1962,4024114
Holy See,1962,901
Honduras,1962,2136100
Hong Kong - China,1962,3391480
Hungary,1962,10040803
Iceland,1962,182853
India,1962,466337036
Indonesia,1962,96582241
Iran,1962,23163924
Iraq,1962,7773193
Ireland,1962,2835226
Isle of Man,1962,48585
Israel,1962,2264402
Italy,1962,50245528
Jamaica,1962,1678884
Japan,1962,94263847
Jersey,1962,64233
Jordan,1962,970642
Kazakhstan,1962,10819503
Kenya,1962,8628949
Kiribati,1962,34810
Korea - Dem. Rep.,1962,11478046
Korea - Rep.,1962,26495936
Korea - United,1962,37337801
Kosovo,1962,1361255
Kuwait,1962,336991
Kyrgyzstan,1962,2323642
Laos,1962,2230493
Latvia,1962,2184569
Lebanon,1962,2028043
Lesotho,1962,882163
Liberia,1962,1170708
Libya,1962,1451196
Liechtenstein,1962,17362
Lithuania,1962,2846474
Luxembourg,1962,320992
Macao - China,1962,181020
Macedonia - FYR,1962,1422698
Madagascar,1962,5354559
Malawi,1962,3694022
Malaysia,1962,8709925
Maldives,1962,95115
Mali,1962,5381485
Malta,1962,310249
Marshall Islands,1962,15543
Martinique,1962,295246
Mauritania,1962,903773
Mauritius,1962,697738
Mayotte,1962,26542
Mexico,1962,40966751
Micronesia - Fed. Sts.,1962,47385
Moldova,1962,3145451
Monaco,1962,22477
Mongolia,1962,1013100
Montenegro,1962,484408
Montserrat,1962,11793
Morocco,1962,12275060
Mozambique,1962,7959885
Myanmar,1962,21866045
Namibia,1962,632659
Nauru,1962,4947
Nepal,1962,10102057
Netherlands,1962,11734901
Netherlands Antilles,1962,139387
New Caledonia,1962,83171
New Zealand,1962,2477327
Ngorno-Karabakh,1962,
Nicaragua,1962,1885094
Niger,1962,3443850
Nigeria,1962,47935878
Niue,1962,4932
Norfolk Island,1962,
Northern Cyprus,1962,
Northern Mariana Islands,1962,10541
Norway,1962,3637730
Oman,1962,584427
Pakistan,1962,48198347
Palau,1962,10150
Panama,1962,1196016
Papua New Guinea,1962,2037162
Paraguay,1962,2009165
Peru,1962,10515695
Philippines,1962,27800656
Pitcairn,1962,
Poland,1962,29871931
Portugal,1962,8925989
Puerto Rico,1962,2445883
Qatar,1962,55883
Reunion,1962,355087
Romania,1962,18640463
Russia,1962,122970547
Rwanda,1962,2942908
Saint Barthélemy,1962,
Saint Helena,1962,4665
Saint Kitts and Nevis,1962,50965
Saint Lucia,1962,92480
Saint Martin,1962,
Saint Vincent and the Grenadines,1962,83207
Saint-Pierre-et-Miquelon,1962,4981
Samoa,1962,116702
San Marino,1962,16196
Sao Tome and Principe,1962,64474
Saudi Arabia,1962,4311990
Senegal,1962,3217043
Serbia,1962,7711142
Serbia and Montenegro,1962,8090588
Serbia excluding Kosovo,1962,6434674
Seychelles,1962,43280
Sierra Leone,1962,2257946
Singapore,1962,1742448
Slovak Republic,1962,4205808
Slovenia,1962,1600656
Solomon Islands,1962,133007
Somalia,1962,2952068
Somaliland,1962,
South Africa,1962,18322409
South Ossetia,1962,
South Sudan,1962,2480164
Spain,1962,31067664
Sri Lanka,1962,10480484
Sudan,1962,9642172
Suriname,1962,306474
Svalbard,1962,
Swaziland,1962,365645
Sweden,1962,7573556
Switzerland,1962,5502915
Syria,1962,4872506
Taiwan,1962,11919000
Tajikistan,1962,2245098
Tanzania,1962,10683638
Thailand,1962,29016942
Timor-Leste,1962,517698
Togo,1962,1607735
Tokelau,1962,1938
Tonga,1962,66257
Transnistria,1962,
Trinidad and Tobago,1962,866959
Tunisia,1962,4375959
Turkey,1962,29633591
Turkmenistan,1962,1708711
Turks and Caicos Islands,1962,5762
Tuvalu,1962,6391
Uganda,1962,7240764
Ukraine,1962,43847188
United Arab Emirates,1962,108927
United Kingdom,1962,53264855
United States,1962,191953977
Uruguay,1962,2603317
USSR,1962,221227180
Uzbekistan,1962,9201176
Wallis et Futuna,1962,8904
Vanuatu,1962,67806
Venezuela,1962,8150542
West Bank and Gaza,1962,1128310
West Germany,1962,
Western Sahara,1962,38881
Vietnam,1962,36975957
Virgin Islands (U.S.),1962,38513
Yemen Arab Republic (Former),1962,
Yemen Democratic (Former),1962,
Yemen - Rep.,1962,5317095
Yugoslavia,1962,18500274
Zambia,1962,3229329
Zimbabwe,1962,4006236
Åland,1962,
Abkhazia,1963,
Afghanistan,1963,10261254
Akrotiri and Dhekelia,1963,
Albania,1963,1764593
Algeria,1963,11420845
American Samoa,1963,21870
Andorra,1963,16373
Angola,1963,5242084
Anguilla,1963,6001
Antigua and Barbuda,1963,57472
Argentina,1963,21633126
Armenia,1963,2070427
Aruba,1963,56698
Australia,1963,10903699
Austria,1963,7172179
Azerbaijan,1963,4302765
Bahamas,1963,127340
Bahrain,1963,177170
Bangladesh,1963,54474293
Barbados,1963,233496
Belarus,1963,8438517
Belgium,1963,9329967
Belize,1963,100707
Benin,1963,2521922
Bermuda,1963,47286
Bhutan,1963,244653
Bolivia,1963,3586804
Bosnia and Herzegovina,1963,3314827
Botswana,1963,564277
Brazil,1963,79642214
British Virgin Islands,1963,8444
Brunei,1963,91088
Bulgaria,1963,8075674
Burkina Faso,1963,5112252
Burundi,1963,3098852
Cambodia,1963,5836139
Cameroon,1963,5775774
Canada,1963,18965320
Cape Verde,1963,227430
Cayman Islands,1963,8524
Central African Rep.,1963,1585774
Chad,1963,3150606
Channel Islands,1963,112582
Chile,1963,8254329
China,1963,684909607
Christmas Island,1963,
Cocos Island,1963,
Colombia,1963,17495793
Comoros,1963,203916
Congo - Dem. Rep.,1963,16612368
Congo - Rep.,1963,1096480
Cook Islands,1963,18571
Costa Rica,1963,1481575
Cote d'Ivoire,1963,4085408
Croatia,1963,4093890
Cuba,1963,7609348
Cyprus,1963,577992
Czech Rep.,1963,9632276
Czechoslovakia,1963,13948326
Denmark,1963,4685089
Djibouti,1963,102165
Dominica,1963,62918
Dominican Rep.,1963,3653809
East Germany,1963,
Ecuador,1963,4848259
Egypt,1963,30182426
El Salvador,1963,3047718
Equatorial Guinea,1963,260991
Eritrea,1963,1537105
Eritrea and Ethiopia,1963,27352724
Estonia,1963,1259824
Ethiopia,1963,24234254
Faeroe Islands,1963,35597
Falkland Islands (Malvinas),1963,2104
Fiji,1963,436199
Finland,1963,4522251
France,1963,47571948
French Guiana,1963,36182
French Polynesia,1963,86887
Gabon,1963,494663
Gambia,1963,396158
Georgia,1963,4357354
Germany,1963,74724168
Ghana,1963,7399678
Gibraltar,1963,22501
Greece,1963,8470808
Greenland,1963,36487
Grenada,1963,93338
Guadeloupe,1963,291910
Guam,1963,72202
Guatemala,1963,4512133
Guernsey,1963,48575
Guinea,1963,3700897
Guinea-Bissau,1963,598224
Guyana,1963,607423
Haiti,1963,4105331
Holy See,1963,896
Honduras,1963,2207969
Hong Kong - China,1963,3553881
Hungary,1963,10073845
Iceland,1963,186092
India,1963,476025147
Indonesia,1963,99018230
Iran,1963,23775945
Iraq,1963,7991619
Ireland,1963,2847099
Isle of Man,1963,49094
Israel,1963,2356045
Italy,1963,50647763
Jamaica,1963,1707126
Japan,1963,95228052
Jersey,1963,64902
Jordan,1963,1008891
Kazakhstan,1963,11211938
Kenya,1963,8908388
Kiribati,1963,35777
Korea - Dem. Rep.,1963,11734690
Korea - Rep.,1963,27144368
Korea - United,1963,38420822
Kosovo,1963,1374438
Kuwait,1963,383526
Kyrgyzstan,1963,2406263
Laos,1963,2282604
Latvia,1963,2210916
Lebanon,1963,2088392
Lesotho,1963,898637
Liberia,1963,1199785
Libya,1963,1504811
Liechtenstein,1963,17785
Lithuania,1963,2887227
Luxembourg,1963,324974
Macao - China,1963,188698
Macedonia - FYR,1963,1442355
Madagascar,1963,5486625
Malawi,1963,3784224
Malaysia,1963,8998621
Maldives,1963,97757
Mali,1963,5450558
Malta,1963,308639
Marshall Islands,1963,16109
Martinique,1963,301263
Mauritania,1963,929704
Mauritius,1963,716944
Mayotte,1963,27861
Mexico,1963,42264182
Micronesia - Fed. Sts.,1963,48873
Moldova,1963,3211980
Monaco,1963,22562
Mongolia,1963,1044297
Montenegro,1963,493148
Montserrat,1963,11802
Morocco,1963,12610932
Mozambique,1963,8125366
Myanmar,1963,22337108
Namibia,1963,648669
Nauru,1963,5231
Nepal,1963,10294480
Netherlands,1963,11895425
Netherlands Antilles,1963,141665
New Caledonia,1963,85867
New Zealand,1963,2530790
Ngorno-Karabakh,1963,
Nicaragua,1963,1942338
Niger,1963,3547421
Nigeria,1963,48992838
Niue,1963,4987
Norfolk Island,1963,
Northern Cyprus,1963,
Northern Mariana Islands,1963,10709
Norway,1963,3665487
Oman,1963,599034
Pakistan,1963,49413973
Palau,1963,10381
Panama,1963,1231377
Papua New Guinea,1963,2075625
Paraguay,1963,2063215
Peru,1963,10825440
Philippines,1963,28727140
Pitcairn,1963,
Poland,1963,30316767
Portugal,1963,8933839
Puerto Rico,1963,2495284
Qatar,1963,61296
Reunion,1963,365765
Romania,1963,18745088
Russia,1963,124376611
Rwanda,1963,3032745
Saint Barthélemy,1963,
Saint Helena,1963,4639
Saint Kitts and Nevis,1963,50530
Saint Lucia,1963,93830
Saint Martin,1963,
Saint Vincent and the Grenadines,1963,84167
Saint-Pierre-et-Miquelon,1963,5011
Samoa,1963,120115
San Marino,1963,16615
Sao Tome and Principe,1963,64246
Saudi Arabia,1963,4463589
Senegal,1963,3307493
Serbia,1963,7772481
Serbia and Montenegro,1963,8169862
Serbia excluding Kosovo,1963,6496989
Seychelles,1963,44363
Sierra Leone,1963,2295070
Singapore,1963,1790662
Slovak Republic,1963,4256354
Slovenia,1963,1611254
Solomon Islands,1963,136459
Somalia,1963,3022091
Somaliland,1963,
South Africa,1963,18809986
South Ossetia,1963,
South Sudan,1963,2539771
Spain,1963,31415410
Sri Lanka,1963,10717705
Sudan,1963,9873906
Suriname,1963,314747
Svalbard,1963,
Swaziland,1963,373904
Sweden,1963,7623278
Switzerland,1963,5618068
Syria,1963,5034188
Taiwan,1963,12277000
Tajikistan,1963,2334221
Tanzania,1963,11005471
Thailand,1963,29913729
Timor-Leste,1963,527284
Togo,1963,1625493
Tokelau,1963,1951
Tonga,1963,69001
Transnistria,1963,
Trinidad and Tobago,1963,875083
Tunisia,1963,4456986
Turkey,1963,30373939
Turkmenistan,1963,1769008
Turks and Caicos Islands,1963,5741
Tuvalu,1963,6542
Uganda,1963,7488366
Ukraine,1963,44368350
United Arab Emirates,1963,121678
United Kingdom,1963,53640457
United States,1963,194592775
Uruguay,1963,2634538
USSR,1963,224585401
Uzbekistan,1963,9542785
Wallis et Futuna,1963,9061
Vanuatu,1963,69962
Venezuela,1963,8453781
West Bank and Gaza,1963,1159145
West Germany,1963,
Western Sahara,1963,42323
Vietnam,1963,37926503
Virgin Islands (U.S.),1963,42314
Yemen Arab Republic (Former),1963,
Yemen Democratic (Former),1963,
Yemen - Rep.,1963,5422115
Yugoslavia,1963,18684866
Zambia,1963,3328063
Zimbabwe,1963,4140773
Åland,1963,
Abkhazia,1964,
Afghanistan,1964,10474903
Akrotiri and Dhekelia,1964,
Albania,1964,1817098
Algeria,1964,11654905
American Samoa,1964,22672
Andorra,1964,17438
Angola,1964,5337063
Anguilla,1964,6057
Antigua and Barbuda,1964,58653
Argentina,1964,21966478
Armenia,1964,2138133
Aruba,1964,57031
Australia,1964,11122567
Austria,1964,7220812
Azerbaijan,1964,4440733
Bahamas,1964,133709
Bahrain,1964,181833
Bangladesh,1964,56071080
Barbados,1964,234455
Belarus,1964,8521413
Belgium,1964,9384939
Belize,1964,103555
Benin,1964,2561022
Bermuda,1964,48092
Bhutan,1964,251419
Bolivia,1964,3668568
Bosnia and Herzegovina,1964,3357005
Botswana,1964,579518
Brazil,1964,82021855
British Virgin Islands,1964,8621
Brunei,1964,95191
Bulgaria,1964,8140705
Burkina Faso,1964,5195464
Burundi,1964,3154474
Cambodia,1964,5983575
Cameroon,1964,5909450
Canada,1964,19309343
Cape Verde,1964,233809
Cayman Islands,1964,8612
Central African Rep.,1964,1616524
Chad,1964,3219259
Channel Islands,1964,113765
Chile,1964,8457066
China,1964,696171650
Christmas Island,1964,
Cocos Island,1964,
Colombia,1964,18019927
Comoros,1964,207856
Congo - Dem. Rep.,1964,17065408
Congo - Rep.,1964,1126584
Cook Islands,1964,18700
Costa Rica,1964,1532386
Cote d'Ivoire,1964,4251345
Croatia,1964,4108808
Cuba,1964,7777606
Cyprus,1964,578710
Czech Rep.,1964,9661235
Czechoslovakia,1964,14052204
Denmark,1964,4722383
Djibouti,1964,109222
Dominica,1964,63920
Dominican Rep.,1964,3772937
East Germany,1964,
Ecuador,1964,4994917
Egypt,1964,30970067
El Salvador,1964,3146076
Equatorial Guinea,1964,264745
Eritrea,1964,1577613
Eritrea and Ethiopia,1964,27910749
Estonia,1964,1275487
Ethiopia,1964,24846785
Faeroe Islands,1964,35985
Falkland Islands (Malvinas),1964,2089
Fiji,1964,450447
Finland,1964,4545748
France,1964,48194218
French Guiana,1964,37711
French Polynesia,1964,89768
Gabon,1964,498162
Gambia,1964,402436
Georgia,1964,4419666
Germany,1964,75363329
Ghana,1964,7610752
Gibraltar,1964,22885
Greece,1964,8509724
Greenland,1964,37810
Grenada,1964,94050
Guadeloupe,1964,296326
Guam,1964,74044
Guatemala,1964,4636016
Guernsey,1964,49329
Guinea,1964,3759549
Guinea-Bissau,1964,598294
Guyana,1964,623694
Haiti,1964,4188276
Holy See,1964,881
Honduras,1964,2279568
Hong Kong - China,1964,3694996
Hungary,1964,10107595
Iceland,1964,189148
India,1964,486038945
Indonesia,1964,101538797
Iran,1964,24408927
Iraq,1964,8227763
Ireland,1964,2860976
Isle of Man,1964,49822
Israel,1964,2443420
Italy,1964,51054762
Jamaica,1964,1734820
Japan,1964,96253698
Jersey,1964,65613
Jordan,1964,1059627
Kazakhstan,1964,11577537
Kenya,1964,9200107
Kiribati,1964,36801
Korea - Dem. Rep.,1964,12011509
Korea - Rep.,1964,27772698
Korea - United,1964,39511887
Kosovo,1964,1386360
Kuwait,1964,433288
Kyrgyzstan,1964,2490244
Laos,1964,2336091
Latvia,1964,2236535
Lebanon,1964,2147273
Lesotho,1964,915820
Liberia,1964,1230038
Libya,1964,1561744
Liechtenstein,1964,18235
Lithuania,1964,2927610
Luxembourg,1964,328603
Macao - China,1964,197519
Macedonia - FYR,1964,1462410
Madagascar,1964,5623161
Malawi,1964,3877813
Malaysia,1964,9286976
Maldives,1964,100370
Mali,1964,5522231
Malta,1964,307119
Marshall Islands,1964,16700
Martinique,1964,306700
Mauritania,1964,956369
Mauritius,1964,735508
Mayotte,1964,29175
Mexico,1964,43574687
Micronesia - Fed. Sts.,1964,50481
Moldova,1964,3275331
Monaco,1964,22643
Mongolia,1964,1076571
Montenegro,1964,500745
Montserrat,1964,11834
Morocco,1964,12959397
Mozambique,1964,8296714
Myanmar,1964,22824142
Namibia,1964,665298
Nauru,1964,5500
Nepal,1964,10495972
Netherlands,1964,12055386
Netherlands Antilles,1964,144016
New Caledonia,1964,88549
New Zealand,1964,2581577
Ngorno-Karabakh,1964,
Nicaragua,1964,2001105
Niger,1964,3654806
Nigeria,1964,50079946
Niue,1964,5043
Norfolk Island,1964,
Northern Cyprus,1964,
Northern Mariana Islands,1964,10901
Norway,1964,3693750
Oman,1964,614390
Pakistan,1964,50678979
Palau,1964,10593
Panama,1964,1267907
Papua New Guinea,1964,2116822
Paraguay,1964,2118896
Peru,1964,11143120
Philippines,1964,29664173
Pitcairn,1964,
Poland,1964,30740557
Portugal,1964,8925792
Puerto Rico,1964,2541906
Qatar,1964,67082
Reunion,1964,377511
Romania,1964,18870340
Russia,1964,125644787
Rwanda,1964,3125315
Saint Barthélemy,1964,
Saint Helena,1964,4629
Saint Kitts and Nevis,1964,49930
Saint Lucia,1964,95264
Saint Martin,1964,
Saint Vincent and the Grenadines,1964,85076
Saint-Pierre-et-Miquelon,1964,5049
Samoa,1964,123530
San Marino,1964,17032
Sao Tome and Principe,1964,64265
Saudi Arabia,1964,4622460
Senegal,1964,3403161
Serbia,1964,7831873
Serbia and Montenegro,1964,8243056
Serbia excluding Kosovo,1964,6553345
Seychelles,1964,45469
Sierra Leone,1964,2333500
Singapore,1964,1836072
Slovak Republic,1964,4302571
Slovenia,1964,1621265
Solomon Islands,1964,140000
Somalia,1964,3094969
Somaliland,1964,
South Africa,1964,19308185
South Ossetia,1964,
South Sudan,1964,2600994
Spain,1964,31764645
Sri Lanka,1964,10962237
Sudan,1964,10111923
Suriname,1964,323298
Svalbard,1964,
Swaziland,1964,382477
Sweden,1964,7676568
Switzerland,1964,5729362
Syria,1964,5202606
Taiwan,1964,12631000
Tajikistan,1964,2424189
Tanzania,1964,11338515
Thailand,1964,30839333
Timor-Leste,1964,537278
Togo,1964,1654451
Tokelau,1964,1948
Tonga,1964,71758
Transnistria,1964,
Trinidad and Tobago,1964,883421
Tunisia,1964,4541457
Turkey,1964,31109820
Turkmenistan,1964,1829697
Turks and Caicos Islands,1964,5705
Tuvalu,1964,6687
Uganda,1964,7746988
Ukraine,1964,44868657
United Arab Emirates,1964,134478
United Kingdom,1964,54006245
United States,1964,197094531
Uruguay,1964,2664775
USSR,1964,227697970
Uzbekistan,1964,9888629
Wallis et Futuna,1964,9174
Vanuatu,1964,72131
Venezuela,1964,8759890
West Bank and Gaza,1964,1181587
West Germany,1964,
Western Sahara,1964,46308
Vietnam,1964,38898597
Virgin Islands (U.S.),1964,46122
Yemen Arab Republic (Former),1964,
Yemen Democratic (Former),1964,
Yemen - Rep.,1964,5527652
Yugoslavia,1964,18852368
Zambia,1964,3430747
Zimbabwe,1964,4279524
Åland,1964,
Abkhazia,1965,
Afghanistan,1965,10697983
Akrotiri and Dhekelia,1965,
Albania,1965,1869942
Algeria,1965,11923002
American Samoa,1965,23480
Andorra,1965,18529
Angola,1965,5431135
Anguilla,1965,6114
Antigua and Barbuda,1965,59844
Argentina,1965,22296628
Armenia,1965,2204650
Aruba,1965,57362
Australia,1965,11359763
Austria,1965,7268015
Azerbaijan,1965,4574500
Bahamas,1965,140063
Bahrain,1965,186351
Bangladesh,1965,57791778
Barbados,1965,235271
Belarus,1965,8607003
Belgium,1965,9435244
Belize,1965,106546
Benin,1965,2602490
Bermuda,1965,48839
Bhutan,1965,258559
Bolivia,1965,3752892
Bosnia and Herzegovina,1965,3396402
Botswana,1965,595697
Brazil,1965,84388983
British Virgin Islands,1965,8808
Brunei,1965,99536
Bulgaria,1965,8204095
Burkina Faso,1965,5284154
Burundi,1965,3212864
Cambodia,1965,6141404
Cameroon,1965,6048706
Canada,1965,19678005
Cape Verde,1965,240301
Cayman Islands,1965,8701
Central African Rep.,1965,1648838
Chad,1965,3288547
Channel Islands,1965,114974
Chile,1965,8655738
China,1965,710290299
Christmas Island,1965,
Cocos Island,1965,
Colombia,1965,18555731
Comoros,1965,212097
Congo - Dem. Rep.,1965,17543319
Congo - Rep.,1965,1157905
Cook Islands,1965,18970
Costa Rica,1965,1582482
Cote d'Ivoire,1965,4423736
Croatia,1965,4121599
Cuba,1965,7941840
Cyprus,1965,581056
Czech Rep.,1965,9686318
Czechoslovakia,1965,14146861
Denmark,1965,4759095
Djibouti,1965,116706
Dominica,1965,65037
Dominican Rep.,1965,3893484
East Germany,1965,
Ecuador,1965,5146294
Egypt,1965,31771227
El Salvador,1965,3244774
Equatorial Guinea,1965,269429
Eritrea,1965,1619301
Eritrea and Ethiopia,1965,28486709
Estonia,1965,1290996
Ethiopia,1965,25480202
Faeroe Islands,1965,36391
Falkland Islands (Malvinas),1965,2074
Fiji,1965,463885
Finland,1965,4564002
France,1965,48754817
French Guiana,1965,39347
French Polynesia,1965,92859
Gabon,1965,501880
Gambia,1965,409450
Georgia,1965,4477493
Germany,1965,75963700
Ghana,1965,7807845
Gibraltar,1965,23248
Greece,1965,8551005
Greenland,1965,39215
Grenada,1965,94561
Guadeloupe,1965,300691
Guam,1965,75911
Guatemala,1965,4762956
Guernsey,1965,50077
Guinea,1965,3822583
Guinea-Bissau,1965,597695
Guyana,1965,640447
Haiti,1965,4272760
Holy See,1965,855
Honduras,1965,2349455
Hong Kong - China,1965,3801680
Hungary,1965,10140871
Iceland,1965,192000
India,1965,496400381
Indonesia,1965,104146696
Iran,1965,25063612
Iraq,1965,8483109
Ireland,1965,2874711
Isle of Man,1965,50717
Israel,1965,2522641
Italy,1965,51453513
Jamaica,1965,1760400
Japan,1965,97342773
Jersey,1965,66312
Jordan,1965,1129219
Kazakhstan,1965,11909001
Kenya,1965,9504635
Kiribati,1965,37895
Korea - Dem. Rep.,1965,12323345
Korea - Rep.,1965,28395140
Korea - United,1965,40573751
Kosovo,1965,1399651
Kuwait,1965,484205
Kyrgyzstan,1965,2573494
Laos,1965,2391060
Latvia,1965,2261016
Lebanon,1965,2203902
Lesotho,1965,933664
Liberia,1965,1261555
Libya,1965,1622996
Liechtenstein,1965,18717
Lithuania,1965,2966462
Luxembourg,1965,331505
Macao - China,1965,206906
Macedonia - FYR,1965,1481397
Madagascar,1965,5764278
Malawi,1965,3974682
Malaysia,1965,9569499
Maldives,1965,102909
Mali,1965,5597238
Malta,1965,305851
Marshall Islands,1965,17282
Martinique,1965,311488
Mauritania,1965,983773
Mauritius,1965,753065
Mayotte,1965,30455
Mexico,1965,44898430
Micronesia - Fed. Sts.,1965,52236
Moldova,1965,3335497
Monaco,1965,22749
Mongolia,1965,1109312
Montenegro,1965,506646
Montserrat,1965,11839
Morocco,1965,13323000
Mozambique,1965,8473839
Myanmar,1965,23330184
Namibia,1965,682554
Nauru,1965,5738
Nepal,1965,10707313
Netherlands,1965,12213435
Netherlands Antilles,1965,146480
New Caledonia,1965,91182
New Zealand,1965,2628004
Ngorno-Karabakh,1965,
Nicaragua,1965,2061878
Niger,1965,3765632
Nigeria,1965,51195706
Niue,1965,5097
Norfolk Island,1965,
Northern Cyprus,1965,
Northern Mariana Islands,1965,11157
Norway,1965,3723001
Oman,1965,630553
Pakistan,1965,51993059
Palau,1965,10782
Panama,1965,1305667
Papua New Guinea,1965,2161087
Paraguay,1965,2176195
Peru,1965,11466936
Philippines,1965,30606162
Pitcairn,1965,103
Poland,1965,31121621
Portugal,1965,8899506
Puerto Rico,1965,2582056
Qatar,1965,73073
Reunion,1965,390531
Romania,1965,19031999
Russia,1965,126749106
Rwanda,1965,3220770
Saint Barthélemy,1965,
Saint Helena,1965,4639
Saint Kitts and Nevis,1965,49207
Saint Lucia,1965,96738
Saint Martin,1965,
Saint Vincent and the Grenadines,1965,85973
Saint-Pierre-et-Miquelon,1965,5095
Samoa,1965,126931
San Marino,1965,17439
Sao Tome and Principe,1965,64803
Saudi Arabia,1965,4787033
Senegal,1965,3504782
Serbia,1965,7889351
Serbia and Montenegro,1965,8321934
Serbia excluding Kosovo,1965,6616174
Seychelles,1965,46544
Sierra Leone,1965,2373308
Singapore,1965,1879561
Slovak Republic,1965,4344322
Slovenia,1965,1630299
Solomon Islands,1965,143000
Somalia,1965,3170982
Somaliland,1965,
South Africa,1965,19813932
South Ossetia,1965,
South Sudan,1965,2664019
Spain,1965,32108561
Sri Lanka,1965,11215216
Sudan,1965,10356949
Suriname,1965,332197
Svalbard,1965,
Swaziland,1965,391553
Sweden,1965,7734003
Switzerland,1965,5829839
Syria,1965,5378287
Taiwan,1965,12978000
Tajikistan,1965,2512493
